numero_termo,osc,projeto,tipo_termo,portaria,cnpj,inicio,final,meses,total_previsto,total_pago,conta,transicao,sei_celeb,sei_pc,endereco,sei_plano,sei_orcamento,contrapartida
TCV/065/2006/SMADS/FUMCAD,Aldeia do Futuro,Alma Negra,Convênio - Passivo,,74137100000000,2006-07-01,2007-06-30,12,183600.01,183600.01,,,200601000000,,,,,
TCV/012/2006/SEPP/FUMCAD,Associação do Abrigo Nossa Senhora Rainha da Paz do Jardim Fim de Semana,Projeto Fofinhos e Saudáveis,Convênio - Passivo,,69100600000000,2006-11-01,2007-05-01,7,19948.92,19948.92,,,200602000000,,,,,
TCV/098/2006/SME/FUMCAD,ACTC: Associação de Assistência à Criança e ao Adolescente Cardíacos e aos Transplantados do Coração,Brasileirinhos,Convênio - Passivo,,236857000000,2006-06-22,2007-06-22,13,207600.0,207600.0,,,200601000000,,,,,
TCV/017/2006/SEPP/FUMCAD,Associação Beneficiente Guainumbi,"Projeto Promoção, Prevenção e Assistencia Integral a Saúde da Criança e do Adolescente",Convênio - Passivo,,4492410000000,2006-12-01,2006-12-01,1,53789.04,53789.04,,,200402000000,,,,,
TCV/004/2006/SMC/FUMCAD,Associação Cidade Escola Aprendiz,Trilhas Urbanas,Convênio - Passivo,,3074380000000,2006-05-02,2007-05-01,13,144510.0,144510.0,,,200601000000,,,,,
TCV/003/2006/SMC/FUMCAD,Associação Cidade Escola Aprendiz,Escola na Praça,Convênio - Passivo,,3074380000000,2006-05-02,2007-05-01,13,264446.0,264446.0,,,200601000000,,,,,
TCV/023/2006/SEPP/FUMCAD,Associação Civil Anima,Projeto Ampliação do Centro de Educação Infantil ANIMA,Convênio - Passivo,,251757000000,2006-12-01,2007-12-01,13,67472.2,67472.2,,,200602000000,,,,,
TCV/066/2007/SEPP/FUMCAD,Associação Comunitária Despertar,Charanga - Orquestra de Percussão e Dança,Convênio - Passivo,,74682600000000,2006-06-01,2008-06-30,25,205835.52,205835.52,,,200601000000,,,,,
TCV/100/2006/SME/FUMCAD,ACM: Associação Cristã de Moços,Projeto Educação Inclusiva,Convênio - Passivo,,60982600000000,2006-07-01,2007-06-30,12,85272.0,85272.0,,,200402000000,,,,,
TCV/034/2006/SMS/FUMCAD,AACRIANÇA: Associação de Apoio às Meninas e Meninos da Região Sé,Projeto Ser Mulher,Convênio - Passivo,,74121900000000,2006-06-19,2008-06-18,25,415090.8,415090.8,,,200601000000,,,,,
TCV/007/2006/SEPP/FUMCAD,Associação de Apoio ao Programa Capacitação Solidária,Cidadança,Convênio - Passivo,,875892000000,2006-06-12,2007-06-12,13,1129000.0,1129000.0,,,200601000000,,,,,
TCV/096/2006/SMADS/FUMCAD,Associação de Moradores do Jardim Santa Lúcia,Projeto Social nas Ruas,Convênio - Passivo,,3841490000000,2006-11-21,2007-11-20,13,427174.6,427174.6,,,200601000000,,,,,
TCV/043/2006/SMS/FUMCAD,APAE: Associação de Pais e Amigos dos Excepcionais de São Paulo / Instituto Jô Clemente,Projeto Acqua Estímulo,Convênio - Passivo,,60502200000000,2006-09-19,2007-09-18,13,16316.54,16316.54,,,200602000000,,,,,
TCV/049/2007/SEPP/FUMCAD,APAE: Associação de Pais e Amigos dos Excepcionais de São Paulo / Instituto Jô Clemente,Projeto Pipa Inclusão Pela Arte,Convênio - Passivo,,60502200000000,2006-10-02,2007-12-30,15,127782.0,127782.0,,,200602000000,,,,,
TCV/116/2007/SMC/FUMCAD,"Associação Educacional, Cultural e Esportiva Americanopólis",Iniciarte,Convênio - Passivo,,53687600000000,2006-05-02,2007-05-01,13,148488.0,148488.0,,,200402000000,,,,,
TCV/011/2006/SMC/FUMCAD,AEB: Associação Evangélica Beneficente,Expressão Sonora,Convênio - Passivo,,61705900000000,2006-07-01,2007-06-30,12,20096.0,20096.0,,,200601000000,,,,,
TCV/013/2006/SEPP/FUMCAD,AEB: Associação Evangélica Beneficente,Projeto Sentido Livre,Convênio - Passivo,,61705900000000,2006-11-01,2007-11-01,13,78046.92,78046.92,,,200602000000,,,,,
TCV/016/2006/SEPP/FUMCAD,Associação Obra do Berço,Projeto Nossa Arte Arte Nossa,Convênio - Passivo,,62440000000000,2006-11-01,2007-11-01,13,74223.0,74223.0,,,200602000000,,,,,
TCV/125/2006/SME/FUMCAD,Associação Pró-Hope Apoio à Criança com Câncer / Casa Hope,Projeto Viver e Aprender,Convênio - Passivo,,2072480000000,2006-09-01,2007-08-31,12,80961.6,80961.6,,,200601000000,,,,,
TCV/027/2006/SMS/FUMCAD,Associação Pró-Hope Apoio à Criança com Câncer / Casa Hope,Projeto Núcleo de Apoio Integrado à Criança Transplantada,Convênio - Passivo,,2072480000000,2006-04-13,2007-04-13,13,647379.6,647379.6,,,200600000000,,,,,
TCV/094/2007/SEPP/FUMCAD,CCL: Cáritas Campo Limpo,Recomeçar - Instituto Cardeal Rossi,Convênio - Passivo,,64033100000000,2006-05-02,2008-07-31,27,258000.0,258000.0,,,200402000000,,,,,
TCV/018/2006/SEPP/FUMCAD,Associação dos Cavaleiros da Soberana Ordem Militar de Malta de São Paulo e Brasil Meridional,Projeto Criar & Acontecer,Convênio - Passivo,,62808900000000,2006-12-01,2007-12-01,13,70925.8,70925.8,,,200602000000,,,,,
TCV/063/2006/SMADS/FUMCAD,CEPP: Centro de Estudos Paulista de Psiquiatria,Grafitti - Arte Urbana e Cidadania,Convênio - Passivo,,51569700000000,2006-07-01,2007-06-30,12,62591.52,62591.52,,,200601000000,,,,,
TCV/039/2006/SMADS/FUMCAD,Círculo de Trabalhadores Cristãos de Vila Prudente,Construindo a Cidadania,Convênio - Passivo,,61876900000000,2006-05-03,2007-02-02,10,6080.0,6080.0,,,200402000000,,,,,
TCV/064/2006/SMADS/FUMCAD,Colméia - Instituição a Serviço da Juventude,Eureka! Descobertas no Aprender,Convênio - Passivo,,61574800000000,2006-08-01,2008-06-30,23,67700.0,67700.0,,,200601000000,,,,,
TCV/001/2006/SMC/FUMCAD,CEBASP: Comunidade Educacional de Base Sítio Pinheirinho,"Eu jogo, você toca, ele dança",Convênio - Passivo,,62462500000000,2006-05-02,2007-05-01,13,118013.2,118013.2,,,200402000000,,,,,
TCV/066/2006/SMADS/FUMCAD,CIP: Congregação Israelita Paulista,Passaporte para a Vida,Convênio - Passivo,,60766100000000,2006-07-01,2007-06-30,12,232200.0,232200.0,,,200601000000,,,,,
TCV/007/2006/SMC/FUMCAD,FISESP: Federação Israelita do Estado de São Paulo,Aprender Mais e Melhor,Convênio - Passivo,,60553100000000,2006-06-09,2008-06-08,25,182366.07,182366.07,,,200601000000,,,,,
TCV/015/2006/SEPP/FUMCAD,FUNDESP: Fundação Esperança,Projeto Cafuné,Convênio - Passivo,,3215070000000,2006-11-01,2007-11-01,13,157800.0,157800.0,,,200602000000,,,,,
TCV/115/2007/SEPP/FUMCAD,Fundação Fé e Alegria do Brasil,Fortalecendo a Vida Comunitária por meio da Arte e da Cultura,Convênio - Passivo,,46250400000000,2006-07-01,2008-08-31,26,120003.4,120003.4,,,200601000000,,,,,
TCV/022/2006/SEPP/FUMCAD,Fundação Francisca Franco,Projeto Construindo o Futuro,Convênio - Passivo,,62661300000000,2006-12-01,2007-12-01,13,50304.0,50304.0,,,200602000000,,,,,
TCV/056/2006/SMADS/FUMCAD,Fundação Francisca Franco,Fazendo Moda,Convênio - Passivo,,62661300000000,2006-06-01,2007-05-31,12,69238.56,69238.56,,,200402000000,,,,,
TCV/096/2006/SME/FUMCAD,Fundação Gol de Letra,Nossas Histórias,Convênio - Passivo,,2820610000000,2006-06-20,2008-06-30,25,649827.0,649827.0,,,200601000000,,,,,
TCV/095/2006/SME/FUMCAD,Fundação Gol de Letra,Programa de Formação de Monitores e Mediadores de Bibliotecas e Brinquedoteca,Convênio - Passivo,,2820610000000,2006-06-20,2008-06-30,25,172941.0,172941.0,,,200601000000,,,,,
TCV/011/2006/SEME/FUMCAD,Fundação Julita,Centro Esportivo Julita,Convênio - Passivo,,62805800000000,2006-03-31,2006-03-31,1,219999.74,219999.74,,,200601000000,,,,,
TCV/054/2006/SMADS/FUMCAD,Fundação Projeto Travessia,Prevenção e Erradicação do Trabalho Infantil,Convênio - Passivo,,1044760000000,2006-08-01,2008-07-31,24,347562.31,347562.31,,,200402000000,,,,,
TCV/073/2006/SMADS/FUMCAD,Fundação Projeto Travessia,"Minha Casa, Meu Lugar",Convênio - Passivo,,1044760000000,2006-08-08,2007-08-07,13,246917.28,246917.28,,,200402000000,,,,,
TCV/050/2006/SMADS/FUMCAD,Fundação Projeto Travessia,Proteção Jurídico Social de Adolescentes em Cumprimento de Medidas Sócio Educativas,Convênio - Passivo,,1044760000000,2006-08-01,2007-07-31,12,169184.88,169184.88,,,200601000000,,,,,
TCV/008/2006/SEPP/FUMCAD,Fundação Projeto Travessia,Eca em Quadrinhos,Convênio - Passivo,,1044760000000,2006-08-01,2007-08-01,13,74265.28,74265.28,,,200601000000,,,,,
TCV/069/2007/SEPP/FUMCAD,FUNDASP: Fundação São Paulo,Projeto Viver,Convênio - Passivo,,60990800000000,2006-03-30,2007-03-29,13,222656.81,222656.81,,,200500000000,,,,,
TCV/097/2006/SME/FUMCAD,Instituto Acaia,Acaia - Saber Crescer ,Convênio - Passivo,,4449830000000,2006-06-21,2007-06-21,13,1029214.39,1029214.39,,,200601000000,,,,,
TCV/019/2006/SEPP/FUMCAD,IMAP: Instituto Municipal de Administração Pública,Projeto Afeto de Combate à Exploração Sexual de Crianças e Adolescentes,Convênio - Passivo,,701947000000,2006-12-01,2007-12-01,13,179661.49,179661.49,,,200602000000,,,,,
TCV/008/2006/SMC/FUMCAD,ICE: Instituto de Cidadania Empresarial,Oficinas Culturais do Projeto Casulo,Convênio - Passivo,,3376600000000,2006-10-02,2007-10-01,13,192788.15,192788.15,,,200601000000,,,,,
TCV/010/2006/SMC/FUMCAD,Liga das Senhoras Católicas de São Paulo / Liga Solidária,Metamorfose Cultural,Convênio - Passivo,,60597000000000,2006-06-01,2007-06-30,13,195942.36,195942.36,,,200601000000,,,,,
TCV/006/2006/SEPP/FUMCAD,MDCA: Movimento de Defesa dos Direitos da Criança e Adolescente,CERCA - Centro de Referência da Criança e do Adolescente,Convênio - Passivo,,71582000000000,2006-06-16,2007-06-15,13,457032.96,457032.96,,,200601000000,,,,,
TCV/133/2006/SME/FUMCAD,Obras Sociais Nossa Senhora Achiropita / Centro Social Dom Orione,CEI Mãe Achiropitta,Convênio - Passivo,,62798700000000,2006-09-05,2006-12-05,4,46592.98,46592.98,,,200601000000,,,,,
TCV/009/2006/SEPP/FUMCAD,OCCA: Organização de Cultura e Cidadania,Vôo para o Futuro,Convênio - Passivo,,3259290000000,2006-08-01,2007-08-01,13,1574850.0,1574850.0,,,200601000000,6074200000000000,,,,
TCV/021/2006/SEPP/FUMCAD,Sociedade Assistencial Bandeirantes / Hospital Bandeirantes,Projeto Socorrista Mirim,Convênio - Passivo,,46543800000000,2006-12-01,2007-12-01,13,180008.67,180008.67,,,200602000000,,,,,
TCV/062/2006/SEPP/FUMCAD,UNIBES: União Brasileiro-Israelita do Bem-Estar Social,Capacitação Profissional de Jovens em Serviço Atendimento em Restaurantes e Afins,Convênio - Passivo,,60978700000000,2006-07-17,2007-07-16,13,105871.32,105871.32,,,200601000000,,,,,
TCV/014/2006/SEPP/FUMCAD,UNIBES: União Brasileiro-Israelita do Bem-Estar Social,Projeto Ler com Prazer,Convênio - Passivo,,60978700000000,2006-11-01,2008-01-01,15,38030.48,38030.48,,,200601000000,,,,,
TCV/042/2007/SEPP/FUMCAD,Ação Comunitária do Brasil  São Paulo / Vocação,Formação de Educadores Sociais e Culturais,Convênio - Passivo,,61750200000000,2007-06-01,2008-05-30,12,331658.0,331658.0,,,200602000000,,,,,
TCV/004/2007/SEPP/FUMCAD,Ação Comunitária São José Operário,Projeto Esporte em Ação,Convênio - Passivo,,53494900000000,2007-03-01,2008-03-01,13,29200.0,29200.0,,,200602000000,,,,,
TCV/048/2007/SEPP/FUMCAD,ACTC: Associação de Assistência à Criança e ao Adolescente Cardíacos e aos Transplantados do Coração,Apoio ao Coração,Convênio - Passivo,,236857000000,2007-06-01,2008-05-30,12,220759.5,220759.5,,,200603000000,,,,,
TCV/050/2007/SEPP/FUMCAD,ACTC: Associação de Assistência à Criança e ao Adolescente Cardíacos e aos Transplantados do Coração,Maria Maria - Apoio e Orientação Sócio Familiar,Convênio - Passivo,,236857000000,2007-06-01,2008-05-30,12,176400.0,176400.0,,,200601000000,,,,,
TCV/040/2007/SEPP/FUMCAD,ACDEM: Associação da Casa dos Deficientes de Ermelino Matarazzo,Nova Visão Jovem,Convênio - Passivo,,61058500000000,2007-06-01,2008-05-30,12,183815.76,183815.76,,,200602000000,,,,,
TCV/009/2007/SEPP/FUMCAD,Associação Cidade Escola Aprendiz,Projeto Trilhas na Vida,Convênio - Passivo,,3074380000000,2007-03-01,2008-03-01,13,776566.3,776566.3,,,200603000000,6074200000000000,,,,
TCV/032/2007/SEPP/FUMCAD,"Associação Civil ""O Cantinho Que Encontrei""",Projeto Casa Abrigo O Cantinho que Encontrei,Convênio - Passivo,,4016830000000,2007-04-01,2008-03-31,12,150000.0,150000.0,,,200602000000,,,,,
TCV/014/2007/SEPP/FUMCAD,Associação de Apoio ao Programa Capacitação Solidária,Projeto Fortalecendo a Rede de Proteção Integral dos Direitos da Criança e do Adolescente,Convênio - Passivo,,875892000000,2007-04-01,2008-03-31,12,268889.76,268889.76,,,200602000000,6074200000000000,,,,
TCV/044/2007/SEPP/FUMCAD,Associação de Apoio ao Programa Capacitação Solidária,Capacitação Profissional de Jovens em Cidade Tiradentes,Convênio - Passivo,,875892000000,2007-06-01,2008-02-29,9,351405.0,351405.0,,,200603000000,,,,,
TCV/045/2007/SEPP/FUMCAD,Associação Educacional e Assistencial Casa do Zézinho,Aprender Brincando,Convênio - Passivo,,74566000000000,2007-06-01,2008-05-30,12,177796.0,177796.0,,,200602000000,,,,,
TCV/041/2007/SEPP/FUMCAD,Associação Pró-Hope Apoio à Criança com Câncer / Casa Hope,Núcleo de Apoio Integral ao Transplantado de Medula Óssea e seu acompanhante,Convênio - Passivo,,2072480000000,2007-06-01,2007-07-30,2,80742.17,80742.17,,,200602000000,,,,,
TCV/047/2007/SEPP/FUMCAD,Centro Social Nossa Senhora do Bom Parto,Encantar,Convênio - Passivo,,62264500000000,2007-06-01,2008-03-30,10,46530.0,46530.0,,,200603000000,,,,,
TCV/046/2007/SEPP/FUMCAD,Centro Social Nossa Senhora do Bom Parto,Ginga e Arte na Paz,Convênio - Passivo,,62264500000000,2007-06-01,2008-05-30,12,63420.7,63420.7,,,200602000000,,,,,
TCV/012/2007/SEPP/FUMCAD,Instituto Macedônia,Projeto Pintando o Sete no Macedônia,Convênio - Passivo,,54277700000000,2007-03-01,2008-02-29,12,56672.28,56672.28,,,200602000000,,,,,
TCV/043/2007/SEPP/FUMCAD,COR: Centro de Orientação a Família,Capacitação Profissional para Prestação de Serviços,Convênio - Passivo,,43633300000000,2007-06-01,2008-05-30,12,58240.0,58240.0,,,200602000000,,,,,
TCV/010/2007/SEPP/FUMCAD,CEPECA: Centro de Estudos e Pesquisas da Criança e Adolescente,Projeto Galpão de Idéias,Convênio - Passivo,,1066070000000,2007-03-01,2008-01-31,11,147550.91,147550.91,,,200603000000,,,,,
TCV/011/2007/SEPP/FUMCAD,FISESP: Federação Israelita do Estado de São Paulo,Projeto Artes do Corpo,Convênio - Passivo,,60553100000000,2007-03-01,2008-02-29,12,48965.0,48965.0,,,200602000000,,,,,
TCV/029/2007/SEPP/FUMCAD,GFWC CrêSer,Projeto Fortalecendo a Cidadania,Convênio - Passivo,,7376670000000,2007-04-01,2008-03-31,12,190680.0,190680.0,,,200602000000,,,,,
TCV/038/2007/SEPP/FUMCAD,Instituto Acaia,Tipografia - Gráfica Artesanal Acaia,Convênio - Passivo,,4449830000000,2007-06-01,2008-05-30,12,54359.82,54359.82,,,200603000000,,,,,
TCV/026/2007/SEPP/FUMCAD,Associação Barão de Souza Queiroz de Proteção à Infância e à Juventude / Instituto Dona Ana Rosa,Projeto Primeiro Emprego em Técnicas Comerciais,Convênio - Passivo,,60598500000000,2007-04-01,2008-03-31,12,62285.0,62285.0,,,200602000000,,,,,
TCV/025/2007/SEPP/FUMCAD,Instituto WCF - Brasil,Projeto Laços na Rede,Convênio - Passivo,,3653640000000,2007-04-01,2008-03-31,12,341848.36,341848.36,,,200700000000,,,,,
TCV/027/2007/SEPP/FUMCAD,MDCA: Movimento de Defesa dos Direitos da Criança e Adolescente,Projeto Espiral,Convênio - Passivo,,71582000000000,2007-04-01,2007-11-30,8,177440.0,177440.0,,,200602000000,,,,,
TCV/023/2007/SEPP/FUMCAD,NAIA: Núcleo de Assistência Irmão Alfredo,Projeto Educação Complementar,Convênio - Passivo,,50866500000000,2007-04-01,2008-03-31,12,59444.0,59444.0,,,200602000000,,,,,
TCV/039/2007/SEPP/FUMCAD,Obra Filantrópica e Missionária Novo Lar Betânia,Reformar,Convênio - Passivo,,65508900000000,2007-06-01,2007-09-30,4,60000.0,60000.0,,,200603000000,,,,,
TCV/022/2007/SEPP/FUMCAD,Obra Filantrópica e Missionária Novo Lar Betânia,Projeto Casa Abrigo,Convênio - Passivo,,65508900000000,2007-04-01,2008-03-31,12,170989.68,170989.68,,,200602000000,,,,,
TCV/028/2007/SEPP/FUMCAD,Obra Social Dom Bosco,Projeto Musicriando,Convênio - Passivo,,61882400000000,2007-04-01,2008-03-31,12,152363.2,152363.2,,,200602000000,,,,,
TCV/024/2007/SEPP/FUMCAD,"UNAS: União de Núcleos, Associações dos Moradores de Heliópolis e Região",Projeto Lata na Favela,Convênio - Passivo,,38883700000000,2007-04-01,2008-03-31,12,108000.0,108000.0,,,200602000000,,,,,
TCV/031/2007/SEPP/FUMCAD,"UNAS: União de Núcleos, Associações dos Moradores de Heliópolis e Região",Projeto Caminhos,Convênio - Passivo,,38883700000000,2007-04-01,2008-03-31,12,398050.8,398050.8,,,200602000000,,,,,
TCV/067/2007/SEPP/FUMCAD,ARCO - Associação Beneficente,"Lendo, Escrevendo e Calculando com Qualidade",Convênio - Passivo,,66862700000000,2007-07-01,2008-04-30,10,45334.8,45334.8,,,200603000000,,,,,
TCV/055/2007/SEPP/FUMCAD,Associação Israelita de Beneficiência Beit Chabad do Brasil,Felicidade,Convênio - Passivo,,60622100000000,2007-07-01,2007-08-31,2,90000.0,90000.0,,,200602000000,,,,,
TCV/068/2007/SEPP/FUMCAD,ACTC: Associação de Assistência à Criança e ao Adolescente Cardíacos e aos Transplantados do Coração,Nutrição Diferenciada,Convênio - Passivo,,236857000000,2007-07-01,2008-06-30,12,114112.76,114112.76,,,200603000000,,,,,
TCV/054/2007/SEPP/FUMCAD,Instituto Arte Ensina / Instituto Pensarte,ASA - Ateliê de Artecidadania,Convênio - Passivo,,2606760000000,2007-07-01,2008-06-30,12,135000.0,135000.0,,,200603000000,,,,,
TCV/064/2007/SEPP/FUMCAD,Associação Cidade Escola Aprendiz,Percurso Formativo,Convênio - Passivo,,3074380000000,2007-07-01,2008-02-29,8,222300.0,222300.0,,,200603000000,,,,,
TCV/063/2007/SEPP/FUMCAD,Associação Cidade Escola Aprendiz,Escola Aprendiz das Letras,Convênio - Passivo,,3074380000000,2007-07-01,2008-02-29,8,87594.72,87594.72,,,200603000000,,,,,
TCV/062/2007/SEPP/FUMCAD,Associação Obra do Berço,Minha Vida Sua Vida,Convênio - Passivo,,62440000000000,2007-07-01,2008-06-30,12,31189.63,31189.63,,,200603000000,,,,,
TCV/056/2007/SEPP/FUMCAD,CAICÓ: Centro de Apoio a Iniciativas Comunitárias,Orientação Sexual - Orientadores da Cidadania,Convênio - Passivo,,2375460000000,2007-07-01,2007-09-30,3,45000.0,45000.0,,,200602000000,,,,,
TCV/057/2007/SEPP/FUMCAD,Centro Social Nossa Senhora do Bom Parto,Educação Integrada,Convênio - Passivo,,62264500000000,2007-07-01,2007-12-31,6,14649.35,14649.35,,,200601000000,,,,,
TCV/061/2007/SEPP/FUMCAD,CENLEP: Centro de Assistência e Promoção Social Nosso Lar,A Beleza do Mundo Jovem,Convênio - Passivo,,67139900000000,2007-07-01,2009-06-30,24,108959.33,108959.33,,,200602000000,,,,,
TCV/060/2007/SEPP/FUMCAD,APAE: Associação de Pais e Amigos dos Excepcionais de São Paulo / Instituto Jô Clemente,Novo Olhar,Convênio - Passivo,,60502200000000,2007-07-01,2008-06-30,12,70416.0,70416.0,,,200602000000,,,,,
TCV/059/2007/SEPP/FUMCAD,Arrastão Movimento de Promoção Humana,Arrasta Lata,Convênio - Passivo,,43082200000000,2007-07-01,2008-06-30,12,120000.0,120000.0,,,200603000000,6074200000000000,,,,
TCV/065/2007/SEPP/FUMCAD,Arrastão Movimento de Promoção Humana,Cozinha Experimental,Convênio - Passivo,,43082200000000,2007-07-01,2008-06-30,12,145038.51,145038.51,,,200700000000,,,,,
TCV/058/2007/SEPP/FUMCAD,ACTI: Ação Comunitária Todos Irmãos,Arte do Teatro,Convênio - Passivo,,47383900000000,2007-07-01,2008-05-31,11,24636.32,24636.32,,,200602000000,,,,,
TCV/003/2007/SEPP/FUMCAD,Associação Cultural e Desportiva Bandeirantes,Projeto Sou Capaz,Convênio - Passivo,,67009000000000,2007-03-01,2008-03-01,13,93600.0,93600.0,,,200602000000,,,,,
TCV/002/2007/SEPP/FUMCAD,CEDECA: Centro de Defesa dos Direitos Humanos da Criança e Adolescente Interlagos,Projeto Polo de Prevenção a Violência Doméstica Criança Feliz,Convênio - Passivo,,3129200000000,2007-03-01,2008-03-01,13,108004.08,108004.08,,,200602000000,,,,,
TCV/001/2007/SEPP/FUMCAD,Comunidade Kolping São Francisco de Guaianazes,Projeto Construindo a Identidade,Convênio - Passivo,,52837100000000,2007-03-01,2008-03-01,13,51600.0,51600.0,,,200402000000,,,,,
TCV/111/2007/SEPP/FUMCAD,Arrastão Movimento de Promoção Humana,SANDUÍCHE COM ARTE,Convênio - Passivo,,43082200000000,2007-08-01,2009-07-31,24,141116.08,141116.08,,,200402000000,,,,,
